"X" "weeks" "dates" "X23708" "X80913" "X78236" "X92134" "X23665" "X92055" "X99506" "X29207" "X78234" "X32542" "X42223" "X23511" "X76544" "X79920" "X22134" "X89191" "X28547" "X94535" "X98431" "X28310" "X32214" "X85309" "X30905" "X20762" "X22060" "X40121" "X39534" "X23801" "X29905" "X23604" "X32228" "X20889" "X92278" "X60088" "X9180" "X83648" "X66442" "X36112" "X87117" "X96859" "X65473" "X29152" "X31314" "X96319" "X96350" "X78843" "X84056" "X31905" "X57706" "X71459"
"1" 1 13 "2009-03-30" 1.47841414083512 1.47003575216093 1.05624417063016 1.36613152795114 1.35948654222258 1.26306304485559 1.13944738556205 0.972596081495398 2.01642452564472 0.995687636590355 1.07442240468491 1.35995159625349 0.962464227057023 1.53755100666285 1.24789175378534 1.24367092039079 1.12462457755684 1.23649486483397 1.48112758960751 0.953044396659026 1.12524798594014 0.865973708037315 1.09734213016536 0.967090440635131 1.04799315040532 1.29064160156996 0.927599795341269 1.17744366678971 1.31075773479487 1.36169143926021 1.08777578978234 1.0339246076778 1.40593125424576 1.46371888095274 1.64209751803939 1.13164448017262 1.50651528170017 1.23249968876727 1.25164168000349 1.47293230313196 1.00877100922304 1.12111840787551 1.17704746007548 1.58483180358604 1.79108243654662 1.03958509911892 1.69349245694909 1.65898004909549 1.7148946476554 1.09282398361475
"2" 2 14 "2009-04-06" 1.47841414083512 1.47003575216093 1.05624417063016 1.36613152795114 1.35948654222258 1.26306304485559 1.13944738556205 0.972596081495398 2.01642452564472 0.995687636590355 1.07442240468491 1.35995159625349 0.962464227057023 1.53755100666285 1.24789175378534 1.24367092039079 1.12462457755684 1.23649486483397 1.48112758960751 0.953044396659026 1.12524798594014 0.865973708037315 1.09734213016536 0.967090440635131 1.04799315040532 1.29064160156996 0.927599795341269 1.17744366678971 1.31075773479487 1.36169143926021 1.08777578978234 1.0339246076778 1.40593125424576 1.46371888095274 1.64209751803939 1.13164448017262 1.50651528170017 1.23249968876727 1.25164168000349 1.47293230313196 1.00877100922304 1.12111840787551 1.17704746007548 1.58483180358604 1.79108243654662 1.03958509911892 1.69349245694909 1.65898004909549 0.898805397701703 1.09282398361475
"3" 3 15 "2009-04-13" 1.47841414083512 1.47003575216093 1.05624417063016 1.36613152795114 1.35948654222258 1.26306304485559 1.13944738556205 0.972596081495398 2.01642452564472 0.995687636590355 1.07442240468491 1.35995159625349 0.962464227057023 1.53755100666285 1.24789175378534 1.24367092039079 1.12462457755684 1.23649486483397 1.48112758960751 0.953044396659026 1.12524798594014 0.865973708037315 1.09734213016536 0.967090440635131 1.04799315040532 1.29064160156996 0.927599795341269 1.17744366678971 1.31075773479487 1.36169143926021 1.08777578978234 1.0339246076778 1.40593125424576 1.46371888095274 1.64209751803939 1.13164448017262 1.50651528170017 1.23249968876727 1.25164168000349 1.47293230313196 1.00877100922304 1.12111840787551 1.17704746007548 1.58483180358604 1.79108243654662 1.03958509911892 1.69349245694909 1.65898004909549 0.898805397701703 1.09282398361475
"4" 4 16 "2009-04-20" 1.47841414083512 1.47003575216093 1.05624417063016 1.08362128595878 1.35948654222258 1.26306304485559 1.13944738556205 0.972596081495398 2.01642452564472 0.995687636590355 1.07442240468491 1.35995159625349 0.962464227057023 1.0716446866981 1.24789175378534 1.24367092039079 1.12462457755684 1.23649486483397 1.48112758960751 0.953044396659026 1.12524798594014 0.865973708037315 1.09734213016536 0.967090440635131 1.04799315040532 1.29064160156996 0.927599795341269 1.17744366678971 1.31075773479487 1.36169143926021 1.08777578978234 1.0339246076778 1.07215669299706 1.46371888095274 1.64209751803939 1.13164448017262 1.50651528170017 1.23249968876727 1.25164168000349 1.47293230313196 1.00877100922304 1.12111840787551 0.836869009612495 1.58483180358604 1.79108243654662 1.03958509911892 1.69349245694909 1.65898004909549 0.898805397701703 1.09282398361475
"5" 5 17 "2009-04-27" 1.47841414083512 1.47003575216093 1.05624417063016 1.08362128595878 1.35948654222258 1.26306304485559 1.13944738556205 0.972596081495398 2.01642452564472 0.995687636590355 1.07442240468491 1.35995159625349 0.962464227057023 1.0716446866981 1.24789175378534 1.24367092039079 1.12462457755684 1.23649486483397 1.48112758960751 0.953044396659026 1.12524798594014 0.865973708037315 0.643296634132401 0.967090440635131 1.04799315040532 1.29064160156996 0.927599795341269 1.17744366678971 1.31075773479487 1.36169143926021 1.08777578978234 1.0339246076778 1.07215669299706 1.46371888095274 1.64209751803939 1.13164448017262 1.50651528170017 1.23249968876727 1.25164168000349 1.13135429726669 1.00877100922304 1.12111840787551 0.836869009612495 1.58483180358604 1.79108243654662 1.03958509911892 1.69349245694909 1.65898004909549 0.898805397701703 1.09282398361475
"6" 6 18 "2009-05-04" 1.47841414083512 1.47003575216093 1.05624417063016 1.08362128595878 1.35948654222258 1.26306304485559 1.13944738556205 0.972596081495398 2.01642452564472 0.995687636590355 1.07442240468491 1.35995159625349 1.08588797309558 1.0716446866981 1.24789175378534 1.24367092039079 1.12462457755684 1.23649486483397 1.48112758960751 0.953044396659026 1.12524798594014 0.865973708037315 1.09734213016536 0.967090440635131 1.04799315040532 1.29064160156996 0.927599795341269 1.17744366678971 1.31075773479487 1.36169143926021 1.08777578978234 1.0339246076778 1.07215669299706 1.02002808851907 1.64209751803939 1.13164448017262 0.906749181028871 1.23249968876727 1.25164168000349 1.13135429726669 1.00877100922304 1.12111840787551 0.836869009612495 1.58483180358604 1.79108243654662 1.03958509911892 1.69349245694909 1.65898004909549 0.898805397701703 1.09282398361475
"7" 7 19 "2009-05-11" 1.47841414083512 1.47003575216093 1.05624417063016 1.08362128595878 1.35948654222258 1.26306304485559 1.13944738556205 0.972596081495398 2.01642452564472 0.995687636590355 1.07442240468491 1.35995159625349 1.08588797309558 1.0716446866981 1.24789175378534 1.24367092039079 1.12462457755684 1.23649486483397 1.48112758960751 0.953044396659026 1.12524798594014 0.865973708037315 1.09734213016536 0.967090440635131 1.04799315040532 1.29064160156996 0.927599795341269 1.17744366678971 1.31075773479487 1.36169143926021 1.08777578978234 1.0339246076778 1.07215669299706 1.02002808851907 1.64209751803939 1.13164448017262 0.906749181028871 1.23249968876727 1.25164168000349 1.13135429726669 1.00877100922304 1.12111840787551 0.836869009612495 1.58483180358604 1.79108243654662 1.03958509911892 1.69349245694909 1.65898004909549 0.898805397701703 1.09282398361475
"8" 8 20 "2009-05-18" 1.47841414083512 1.47003575216093 1.05624417063016 1.08362128595878 1.35948654222258 1.26306304485559 1.13944738556205 0.972596081495398 2.01642452564472 0.995687636590355 1.07442240468491 1.35995159625349 1.08588797309558 1.0716446866981 1.24789175378534 1.24367092039079 1.12462457755684 1.23649486483397 1.48112758960751 0.953044396659026 0.645253500416323 0.865973708037315 1.09734213016536 0.967090440635131 1.04799315040532 1.29064160156996 0.927599795341269 1.17744366678971 1.31075773479487 1.36169143926021 0.611327907656199 1.0339246076778 1.07215669299706 1.02002808851907 1.64209751803939 1.13164448017262 0.906749181028871 1.23249968876727 1.25164168000349 1.13135429726669 1.00877100922304 1.12111840787551 0.836869009612495 1.58483180358604 1.79108243654662 1.03958509911892 1.69349245694909 1.65898004909549 0.898805397701703 1.09282398361475
"9" 9 21 "2009-05-25" 1.47841414083512 1.47003575216093 1.05624417063016 1.08362128595878 1.35948654222258 1.26306304485559 1.13944738556205 1.419378018845 2.01642452564472 0.995687636590355 1.07442240468491 1.35995159625349 1.08588797309558 1.0716446866981 1.24789175378534 1.24367092039079 1.12462457755684 1.23649486483397 0.964990446875204 0.953044396659026 0.645253500416323 0.865973708037315 1.09734213016536 0.967090440635131 1.04799315040532 1.29064160156996 0.927599795341269 1.17744366678971 1.31075773479487 1.36169143926021 0.611327907656199 1.0339246076778 1.07215669299706 1.02002808851907 1.64209751803939 1.13164448017262 0.906749181028871 1.23249968876727 1.25164168000349 1.13135429726669 1.00877100922304 1.12111840787551 0.836869009612495 1.58483180358604 1.79108243654662 1.03958509911892 1.69349245694909 1.65898004909549 0.898805397701703 1.09282398361475
"10" 10 22 "2009-06-01" 1.47841414083512 1.47003575216093 1.05624417063016 1.08362128595878 1.35948654222258 1.26306304485559 1.13944738556205 1.419378018845 2.01642452564472 0.995687636590355 1.07442240468491 1.35995159625349 1.08588797309558 1.0716446866981 1.24789175378534 1.24367092039079 1.12462457755684 1.23649486483397 0.964990446875204 0.953044396659026 0.645253500416323 0.865973708037315 1.09734213016536 0.967090440635131 1.04799315040532 1.29064160156996 0.927599795341269 1.17744366678971 1.31075773479487 1.36169143926021 1.08777578978234 1.0339246076778 1.07215669299706 1.02002808851907 1.64209751803939 1.13164448017262 0.906749181028871 1.23249968876727 1.25164168000349 1.13135429726669 1.00877100922304 1.12111840787551 1.17704746007548 1.58483180358604 1.79108243654662 1.03958509911892 1.69349245694909 1.65898004909549 0.898805397701703 1.09282398361475
